Invoice,Quantity,InvoiceDate,Price,Customer ID,Country,Amount
540953,2,1/12/2011 13:16,0.42,14587.0,United Kingdom,0.84
569846,12,10/6/2011 13:42,1.65,13422.0,United Kingdom,19.8
580115,3,12/1/2011 16:22,4.13,,United Kingdom,12.39
544339,6,2/18/2011 9:04,2.95,15228.0,United Kingdom,17.7
545105,12,2/28/2011 11:58,2.1,12598.0,France,25.2
C543611,-1,2/10/2011 14:38,4.95,17850.0,United Kingdom,-4.95
548522,1,3/31/2011 16:43,7.46,,United Kingdom,7.46
562377,2,8/4/2011 15:04,2.89,14535.0,United Kingdom,5.78
C541863,-9,1/23/2011 16:08,1.06,13798.0,United Kingdom,-9.54
553657,1,5/18/2011 11:28,0.65,14583.0,United Kingdom,0.65
577300,24,11/18/2011 12:53,0.29,16924.0,United Kingdom,6.96
575135,4,11/8/2011 14:49,3.75,13928.0,United Kingdom,15.0
552310,3,5/8/2011 15:22,1.25,17323.0,United Kingdom,3.75
558751,12,7/3/2011 11:26,1.25,16009.0,United Kingdom,15.0
537265,12,12/6/2010 11:26,0.85,15919.0,United Kingdom,10.2
C545997,-1,3/8/2011 14:35,9.95,12679.0,France,-9.95
550470,4,4/18/2011 13:49,2.46,,United Kingdom,9.84
564056,1,8/22/2011 14:13,8.5,14387.0,United Kingdom,8.5
538071,1,12/9/2010 14:09,2.51,,United Kingdom,2.51
572885,4,10/26/2011 13:45,1.25,15311.0,United Kingdom,5.0
575906,1,11/11/2011 15:50,1.95,,United Kingdom,1.95
546306,2,3/10/2011 16:16,0.83,,United Kingdom,1.66
538208,1,12/10/2010 11:39,2.55,14037.0,United Kingdom,2.55
543801,1,2/13/2011 11:52,2.95,17811.0,United Kingdom,2.95
567304,1,9/19/2011 13:27,6.25,14704.0,United Kingdom,6.25
565331,1,9/2/2011 13:59,1.45,16674.0,United Kingdom,1.45
567094,1,9/16/2011 12:54,1.25,16924.0,United Kingdom,1.25
571441,2,10/17/2011 13:31,2.46,14096.0,United Kingdom,4.92
575875,1,11/11/2011 13:06,3.29,,United Kingdom,3.29
577160,12,11/18/2011 10:05,1.65,16134.0,United Kingdom,19.8
572908,12,10/26/2011 15:47,1.45,15835.0,United Kingdom,17.4
536623,24,12/2/2010 10:39,0.42,15601.0,United Kingdom,10.08
539333,4,12/17/2010 9:52,4.95,13627.0,United Kingdom,19.8
542420,6,1/27/2011 18:05,0.85,17180.0,United Kingdom,5.1
554375,12,5/24/2011 11:29,0.42,18044.0,United Kingdom,5.04
541104,1,1/13/2011 14:29,74.96,,United Kingdom,74.96
536876,6,12/3/2010 11:36,1.84,,United Kingdom,11.04
546486,1,3/14/2011 11:41,7.95,15039.0,United Kingdom,7.95
578074,4,11/22/2011 16:06,0.29,17590.0,United Kingdom,1.16
539492,1,12/20/2010 10:14,0.85,,United Kingdom,0.85
560856,6,7/21/2011 13:06,2.55,16607.0,United Kingdom,15.3
575324,2,11/9/2011 13:45,8.95,14240.0,United Kingdom,17.9
578270,1,11/23/2011 13:39,3.29,14096.0,United Kingdom,3.29
573564,6,10/31/2011 13:58,2.55,16127.0,United Kingdom,15.3
566033,4,9/8/2011 13:07,2.1,16031.0,United Kingdom,8.4
554098,2,5/22/2011 13:01,8.5,14769.0,United Kingdom,17.0
557324,1,6/20/2011 9:41,4.13,,United Kingdom,4.13
544323,1,2/17/2011 15:51,0.83,,United Kingdom,0.83
562114,1,8/2/2011 16:14,4.13,,United Kingdom,4.13
537434,2,12/6/2010 16:57,1.45,,United Kingdom,2.9
537852,13,12/8/2010 15:56,0.85,17340.0,United Kingdom,11.05
567878,1,9/22/2011 14:42,1.95,16910.0,United Kingdom,1.95
572762,6,10/26/2011 9:50,2.55,15240.0,United Kingdom,15.3
537434,7,12/6/2010 16:57,1.28,,United Kingdom,8.96
541827,1,1/21/2011 17:05,3.32,,United Kingdom,3.32
565583,1,9/5/2011 12:41,16.95,12816.0,Poland,16.95
542629,24,1/31/2011 9:57,1.95,12731.0,France,46.8
580880,12,12/6/2011 12:19,2.08,14121.0,United Kingdom,24.96
562902,1,8/10/2011 12:41,16.95,13925.0,United Kingdom,16.95
571508,12,10/17/2011 15:27,1.25,,United Kingdom,15.0
575383,12,11/9/2011 15:17,1.65,15986.0,United Kingdom,19.8
579141,2,11/28/2011 13:06,1.25,17019.0,United Kingdom,2.5
542102,24,1/25/2011 13:26,1.95,12744.0,Singapore,46.8
581164,1,12/7/2011 14:34,12.75,14395.0,United Kingdom,12.75
575059,1,11/8/2011 12:25,0.63,14071.0,United Kingdom,0.63
548191,2,3/29/2011 15:20,4.13,,United Kingdom,8.26
572330,1,10/24/2011 10:17,5.95,16426.0,United Kingdom,5.95
538349,1,12/10/2010 14:59,5.94,,United Kingdom,5.94
577355,12,11/18/2011 15:53,1.65,14911.0,EIRE,19.8
560209,2,7/15/2011 14:05,2.55,15004.0,United Kingdom,5.1
540093,2,1/4/2011 15:24,2.95,16725.0,United Kingdom,5.9
569246,1,10/3/2011 9:57,2.46,14096.0,United Kingdom,2.46
536531,9,12/1/2010 13:23,3.75,15485.0,United Kingdom,33.75
571716,1,10/18/2011 17:05,4.13,,United Kingdom,4.13
565231,1,9/2/2011 9:26,2.46,,United Kingdom,2.46
541596,9,1/19/2011 16:19,1.45,17602.0,United Kingdom,13.05
558774,2,7/4/2011 10:17,2.46,,United Kingdom,4.92
580395,4,12/4/2011 10:56,3.95,17629.0,United Kingdom,15.8
553175,1,5/15/2011 11:17,1.65,,United Kingdom,1.65
566557,36,9/13/2011 11:47,4.25,14646.0,Netherlands,153.0
536876,1,12/3/2010 11:36,2.51,,United Kingdom,2.51
559330,6,7/7/2011 15:44,1.25,17696.0,United Kingdom,7.5
578016,2,11/22/2011 13:02,3.75,14506.0,United Kingdom,7.5
539103,24,12/16/2010 10:38,2.55,16985.0,United Kingdom,61.2
569037,2,9/30/2011 10:45,2.89,13263.0,United Kingdom,5.78
543466,12,2/8/2011 14:34,1.25,16713.0,United Kingdom,15.0
550321,2,4/17/2011 12:49,2.95,16770.0,United Kingdom,5.9
572553,1,10/24/2011 17:09,5.79,,United Kingdom,5.79
543166,1,2/4/2011 8:27,16.95,13488.0,United Kingdom,16.95
571477,12,10/17/2011 14:54,1.49,12794.0,Portugal,17.88
574072,12,11/2/2011 14:58,4.95,15414.0,United Kingdom,59.4
577857,20,11/22/2011 11:21,2.08,13499.0,United Kingdom,41.6
569545,1,10/4/2011 16:37,5.79,,United Kingdom,5.79
546753,2,3/16/2011 13:00,3.75,16383.0,United Kingdom,7.5
577485,2,11/20/2011 11:56,1.25,16360.0,United Kingdom,2.5
566572,4,9/13/2011 12:52,3.75,13488.0,United Kingdom,15.0
570087,4,10/7/2011 11:26,4.13,,United Kingdom,16.52
543013,1,2/2/2011 13:35,1.46,,United Kingdom,1.46
562272,6,8/4/2011 8:18,2.95,12971.0,United Kingdom,17.7
581498,1,12/9/2011 10:26,16.63,,United Kingdom,16.63
572652,25,10/25/2011 12:11,0.42,15805.0,United Kingdom,10.5
570236,1,10/9/2011 14:45,0.55,,United Kingdom,0.55
562371,2,8/4/2011 14:30,8.5,13709.0,United Kingdom,17.0
576840,1,11/16/2011 15:23,4.13,,United Kingdom,4.13
567852,216,9/22/2011 13:21,3.39,18102.0,United Kingdom,732.24
572669,4,10/25/2011 13:10,1.25,16549.0,United Kingdom,5.0
572457,20,10/24/2011 12:44,2.08,12594.0,Italy,41.6
567935,12,9/22/2011 18:07,0.85,13320.0,United Kingdom,10.2
559506,2,7/8/2011 15:17,0.83,,United Kingdom,1.66
544434,1,2/18/2011 16:12,0.83,,United Kingdom,0.83
563557,6,8/17/2011 13:33,2.55,15786.0,United Kingdom,15.3
544599,1,2/21/2011 18:15,3.29,,United Kingdom,3.29
572553,1,10/24/2011 17:09,4.13,,United Kingdom,4.13
576090,96,11/14/2011 8:56,0.92,17450.0,United Kingdom,88.32
575177,4,11/8/2011 18:41,1.63,,United Kingdom,6.52
549933,6,4/13/2011 11:04,2.95,15230.0,United Kingdom,17.7
579512,2,11/29/2011 16:47,3.73,,United Kingdom,7.46
574717,2,11/6/2011 14:35,8.95,18170.0,United Kingdom,17.9
564434,12,8/25/2011 11:59,1.65,14687.0,United Kingdom,19.8
551657,2,5/3/2011 12:12,9.95,14911.0,EIRE,19.9
559863,12,7/13/2011 10:33,1.25,15039.0,United Kingdom,15.0
564837,11,8/30/2011 12:40,7.46,,United Kingdom,82.06
543812,1,2/13/2011 14:40,0.85,17472.0,United Kingdom,0.85
553691,2,5/18/2011 14:08,4.15,15311.0,United Kingdom,8.3
581238,1,12/8/2011 10:53,1.63,,United Kingdom,1.63
552229,3,5/6/2011 15:40,3.29,,United Kingdom,9.87
561394,3,7/27/2011 10:10,2.95,17315.0,United Kingdom,8.85
548983,12,4/5/2011 12:30,1.25,16906.0,United Kingdom,15.0
559032,2,7/5/2011 14:53,8.25,17511.0,United Kingdom,16.5
